ID,Severity,Start_Lat,Start_Lng,Distance_mi,City,State,Temperature_F,Humidity_Percent,Visibility_mi,Wind_Speed_mph,Weather_Condition,Amenity,Crossing,Junction,Traffic_Signal,Sunrise_Sunset,Hour,DayOfWeek,Month
A-10457,2,36.96957800000001,-121.970955,0.0,Santa Cruz,CA,55.9,87.0,10.0,9.2,Light Rain,0,0,0,0,Day,12,2,1
A-10543,3,37.689934,-122.09571799999999,0.01,Castro Valley,CA,55.0,86.0,8.0,10.4,Light Rain,0,0,0,0,Day,8,3,1
A-10559,3,38.281345,-121.45709199999999,0.01,Elk Grove,CA,53.1,96.0,9.0,17.3,Light Rain,0,0,1,0,Day,10,3,1
A-10588,3,37.784931,-122.392448,0.01,San Francisco,CA,57.9,90.0,3.0,18.4,Light Rain,0,0,0,0,Day,12,3,1
A-10620,2,37.52932,-122.27371200000002,0.01,Belmont,CA,59.0,88.0,2.0,20.7,Light Rain,0,0,0,0,Day,15,3,1
A-10651,3,37.416698,-122.21153999999999,0.01,Redwood City,CA,60.8,77.0,5.0,23.0,Light Rain,0,0,0,0,Night,18,3,1
A-10684,3,37.539722,-121.92373700000002,0.01,Fremont,CA,55.0,83.0,10.0,4.6,Mostly Cloudy,0,0,0,1,Night,21,3,1
A-10763,2,36.988407,-121.953369,0.01,Soquel,CA,54.0,83.0,10.0,8.1,Partly Cloudy,0,1,0,0,Day,11,4,1
A-10764,3,37.915211,-122.06581899999999,0.01,Walnut Creek,CA,55.0,62.0,10.0,13.8,Scattered Clouds,0,0,0,0,Day,12,4,1
A-10780,3,37.826912,-121.29007,0.01,Lathrop,CA,55.9,72.0,10.0,11.5,Overcast,0,0,0,0,Day,14,4,1
A-10818,3,37.941891,-121.29823300000001,0.01,Stockton,CA,50.0,89.0,10.0,6.9,Mostly Cloudy,0,0,1,0,Night,20,4,1
A-10842,2,37.318287,-121.831551,0.01,San Jose,CA,48.2,87.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Night,4,5,1
A-10847,3,38.28014,-121.457268,0.01,Elk Grove,CA,45.0,97.0,10.0,6.9,Overcast,0,0,0,0,Night,7,5,1
A-10851,3,38.580055,-121.50515700000001,0.01,Sacramento,CA,45.0,100.0,5.0,5.8,Light Rain,0,0,1,0,Day,8,5,1
A-10868,2,38.494578999999995,-123.01805900000001,0.0,Guerneville,CA,46.9,86.0,10.0,6.9,Overcast,0,0,0,0,Day,10,5,1
A-10919,2,37.471752,-122.22305300000001,0.01,Redwood City,CA,46.4,87.0,10.0,6.9,Mostly Cloudy,0,0,0,1,Night,20,5,1
A-10959,2,37.667015,-122.13456699999999,0.0,San Lorenzo,CA,43.0,76.0,10.0,6.9,Clear,0,1,0,0,Night,1,6,1
A-10970,3,37.627701,-122.08176399999999,0.01,Hayward,CA,39.0,82.0,10.0,3.5,Clear,0,0,0,0,Night,5,6,1
A-10972,2,37.667442,-121.03453799999998,0.01,Modesto,CA,39.9,93.0,3.0,6.9,Clear,0,0,0,0,Day,7,6,1
A-10976,2,38.160579999999996,-121.39909399999999,0.01,Lodi,CA,39.9,100.0,0.2,5.8,Fog,0,0,0,0,Day,7,6,1
A-10990,2,38.014423,-122.252342,0.01,Rodeo,CA,48.0,66.0,10.0,6.9,Clear,0,0,1,0,Day,10,6,1
A-11020,2,37.228953999999995,-121.78035700000001,0.01,San Jose,CA,51.8,58.0,10.0,11.5,Clear,0,1,0,0,Day,12,6,1
A-11061,3,37.77773300000001,-122.16741200000001,0.01,Oakland,CA,51.1,83.0,10.0,4.6,Clear,0,0,1,0,Night,18,6,1
A-11084,3,37.737488,-122.402245,0.01,San Francisco,CA,48.9,83.0,10.0,8.1,Clear,0,0,1,0,Night,20,6,1
A-11092,3,38.875305,-121.131027,0.01,Newcastle,CA,41.0,76.0,10.0,6.9,Partly Cloudy,0,0,1,0,Night,21,6,1
A-11099,2,37.068855,-121.212471,0.01,Hollister,CA,37.4,93.0,10.0,6.9,Clear,0,0,0,0,Night,21,6,1
A-11112,2,38.814556,-122.712074,0.01,Middletown,CA,37.9,100.0,0.5,6.9,Fog,0,0,0,0,Night,0,7,1
A-11136,2,38.43195,-121.48876200000001,0.01,Sacramento,CA,37.9,100.0,0.2,6.9,Fog,0,0,0,0,Day,9,7,1
A-11173,2,39.072006,-121.549225,0.0,Olivehurst,CA,42.1,92.0,5.0,5.8,Clear,0,0,0,0,Night,18,7,1
A-11194,3,37.720779,-121.65520500000001,0.01,Livermore,CA,34.0,85.0,10.0,6.9,Clear,0,0,0,0,Night,5,1,1
A-11229,2,37.05938,-121.58436599999999,0.01,Gilroy,CA,50.0,71.0,10.0,4.6,Clear,0,0,0,0,Day,15,1,1
A-11233,2,38.358554999999996,-121.823051,0.01,Dixon,CA,46.4,76.0,9.0,3.5,Clear,0,0,0,0,Day,16,1,1
A-11236,3,38.001785,-122.281792,0.01,Pinole,CA,50.0,63.0,10.0,5.8,Clear,0,0,0,0,Day,16,1,1
A-11248,2,38.501979999999996,-123.000298,0.01,Guerneville,CA,36.0,100.0,0.2,3.5,Fog,0,1,0,0,Night,21,1,1
A-11250,3,38.258347,-122.06226299999999,0.01,Fairfield,CA,36.3,96.0,10.0,6.9,Clear,0,0,0,0,Night,21,1,1
A-11253,3,37.808498,-122.36685200000001,0.01,San Francisco,CA,42.1,89.0,10.0,6.9,Clear,0,0,0,0,Night,23,1,1
A-11291,3,38.900295,-121.07479099999999,0.01,Auburn,CA,37.4,93.0,5.0,5.8,Overcast,0,0,1,0,Day,11,2,1
A-11312,2,38.559222999999996,-121.36300700000001,0.0,Sacramento,CA,48.2,71.0,10.0,8.1,Clear,0,1,0,0,Day,15,2,1
A-11332,2,38.603214,-121.435478,0.01,Sacramento,CA,41.0,87.0,10.0,5.8,Clear,0,0,0,0,Night,18,2,1
A-11364,2,37.963196,-122.255554,0.01,El Sobrante,CA,39.0,82.0,4.0,4.6,Haze,0,0,0,0,Night,4,3,1
A-11387,3,38.543846,-121.47376299999999,0.01,Sacramento,CA,39.9,100.0,2.5,4.6,Mostly Cloudy,0,0,0,0,Day,10,3,1
A-11400,2,38.639621999999996,-121.197235,0.01,Folsom,CA,44.6,81.0,5.0,4.6,Scattered Clouds,0,0,0,0,Day,11,3,1
A-11425,3,37.701519,-121.866455,0.01,Dublin,CA,46.0,76.0,5.0,11.5,Haze,0,0,0,0,Day,13,3,1
A-11435,2,36.53812,-121.90601299999999,0.01,Carmel,CA,53.1,83.0,10.0,9.2,Clear,0,1,0,0,Day,17,3,1
A-11455,2,38.610813,-121.41246000000001,0.01,Sacramento,CA,41.0,100.0,3.0,6.9,Overcast,0,0,0,0,Night,18,3,1
A-11498,2,38.704411,-121.36165600000001,0.0,Antelope,CA,42.8,93.0,3.0,4.6,Scattered Clouds,0,0,0,0,Night,22,3,1
A-11527,3,37.645466,-122.449242,0.01,South San Francisco,CA,51.1,83.0,4.0,4.6,Light Rain,0,0,0,0,Day,10,4,1
A-11547,2,37.865192,-121.667648,0.01,Byron,CA,46.9,90.0,5.0,5.8,Light Rain,0,0,0,1,Day,11,4,1
A-11551,2,37.25045,-121.910278,0.01,San Jose,CA,50.0,87.0,10.0,17.3,Light Rain,0,0,0,0,Day,11,4,1
A-11577,3,37.808498,-122.36685200000001,0.01,San Francisco,CA,52.0,83.0,10.0,27.6,Light Rain,0,0,0,0,Day,14,4,1
A-11616,2,37.983276000000004,-122.041641,0.01,Concord,CA,52.0,80.0,2.5,12.7,Light Rain,0,0,1,0,Night,17,4,1
A-11625,2,38.615845,-122.87075800000001,0.0,Healdsburg,CA,50.0,96.0,1.0,16.1,Heavy Rain,0,0,0,0,Night,18,4,1
A-11631,2,38.035191,-121.23643500000001,0.0,Stockton,CA,48.0,93.0,7.0,29.9,Light Rain,0,0,0,0,Night,18,4,1
A-11638,2,37.529556,-122.330666,0.01,San Mateo,CA,50.0,100.0,5.0,11.5,Light Rain,0,0,1,0,Night,19,4,1
A-11646,2,37.890392,-122.516548,0.01,Mill Valley,CA,53.6,82.0,4.0,9.2,Light Rain,0,1,0,0,Night,19,4,1
A-11661,2,37.962134999999996,-122.51001000000001,0.01,San Rafael,CA,48.2,93.0,10.0,5.8,Overcast,0,0,0,0,Night,21,4,1
A-11674,2,37.612343,-122.39511100000001,0.01,Millbrae,CA,53.1,83.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Night,22,4,1
A-11679,2,36.717017999999996,-121.661064,0.01,Salinas,CA,50.0,89.0,10.0,12.7,Overcast,0,0,1,0,Night,22,4,1
A-11681,3,37.769211,-122.153999,0.01,Oakland,CA,53.1,86.0,10.0,10.4,Mostly Cloudy,0,0,0,0,Night,22,4,1
A-11697,2,36.970425,-121.873085,0.01,Aptos,CA,48.0,100.0,6.0,5.8,Clear,0,0,0,0,Night,0,5,1
A-11734,2,37.961533,-121.242043,0.01,Stockton,CA,48.9,97.0,9.0,8.1,Mostly Cloudy,0,0,0,0,Day,8,5,1
A-11775,3,38.945254999999996,-121.046089,0.01,Auburn,CA,46.4,93.0,3.0,6.9,Overcast,0,0,0,0,Day,11,5,1
A-11801,2,37.793240000000004,-122.469521,0.01,San Francisco,CA,55.9,67.0,10.0,12.7,Mostly Cloudy,0,0,0,0,Day,14,5,1
A-11824,2,38.56559,-121.470398,0.01,Sacramento,CA,55.0,74.0,10.0,5.8,Light Rain,0,0,0,0,Day,16,5,1
A-11890,2,38.753147,-120.60491200000001,0.0,Pollock Pines,CA,37.4,100.0,2.0,10.4,Overcast,0,0,0,0,Night,21,5,1
A-11909,2,37.170097,-121.9897,0.01,Los Gatos,CA,50.0,80.0,10.0,19.6,Light Rain,0,1,0,1,Night,0,6,1
A-11923,3,38.488636,-121.803772,0.01,Dixon,CA,46.4,93.0,6.0,17.3,Overcast,0,0,0,0,Night,2,6,1
A-11925,3,38.350807,-121.98543500000001,0.01,Vacaville,CA,48.0,93.0,6.0,13.8,Light Rain,0,0,0,0,Night,2,6,1
A-11951,2,38.576935,-121.46581299999998,0.01,Sacramento,CA,46.9,93.0,10.0,21.9,Light Rain,0,0,0,0,Day,9,6,1
A-11999,2,38.070591,-122.53942099999999,0.01,Novato,CA,51.8,71.0,10.0,9.2,Partly Cloudy,0,0,1,0,Day,15,6,1
A-12033,2,38.653008,-121.244202,0.01,Fair Oaks,CA,48.2,76.0,10.0,6.9,Scattered Clouds,0,0,0,0,Night,18,6,1
A-12140,3,37.964363,-121.33564799999999,0.01,Stockton,CA,53.1,74.0,10.0,15.0,Mostly Cloudy,0,0,0,0,Day,15,7,1
A-12172,3,37.700855,-121.81778,0.01,Livermore,CA,50.0,68.0,10.0,8.1,Overcast,0,0,0,0,Night,23,7,1
A-12173,2,37.373634,-121.927773,0.01,San Jose,CA,52.0,66.0,10.0,32.2,Light Rain,0,0,0,0,Night,23,7,1
A-12175,3,37.718063,-121.701027,0.01,Livermore,CA,50.0,66.0,10.0,4.6,Light Rain,0,0,0,0,Night,23,7,1
A-12176,2,38.453297,-121.942619,0.01,Vacaville,CA,48.0,96.0,4.0,19.6,Rain,0,0,0,0,Night,0,1,1
A-12185,3,37.327255,-121.894318,0.01,San Jose,CA,48.9,86.0,7.0,27.6,Light Rain,0,0,0,0,Night,3,1,1
A-12201,3,37.800388,-122.27988400000001,0.01,Oakland,CA,51.1,92.0,10.0,8.1,Mostly Cloudy,0,0,1,0,Day,9,1,1
A-12204,2,36.903858,-121.63916,0.01,Watsonville,CA,50.0,100.0,10.0,6.9,Overcast,0,0,0,0,Day,9,1,1
A-12219,2,37.533226,-120.890305,0.01,Turlock,CA,55.0,74.0,10.0,12.7,Scattered Clouds,0,0,1,0,Day,12,1,1
A-12262,2,37.303005,-121.81676499999999,0.01,San Jose,CA,41.0,93.0,10.0,4.6,Mostly Cloudy,0,0,0,0,Night,1,2,1
A-12269,2,37.28532,-121.809517,0.01,San Jose,CA,41.0,93.0,10.0,4.6,Mostly Cloudy,0,0,1,0,Night,2,2,1
A-12287,3,38.217556,-122.13685600000001,0.01,Fairfield,CA,48.9,83.0,10.0,4.6,Mostly Cloudy,0,0,0,0,Day,9,2,1
A-12288,3,37.740891,-121.505043,0.01,Tracy,CA,48.0,93.0,10.0,4.6,Partly Cloudy,0,0,0,0,Day,9,2,1
A-12345,2,36.988361,-121.925072,0.01,Aptos,CA,45.0,82.0,1.8,5.8,Heavy Rain,0,1,0,1,Day,16,2,1
A-12357,2,38.680923,-120.77498600000001,0.01,Diamond Springs,CA,35.6,93.0,10.0,5.8,Clear,0,0,0,0,Day,16,2,1
A-12363,2,38.56045200000001,-121.465584,0.01,Sacramento,CA,46.9,80.0,10.0,4.6,Clear,0,0,1,0,Night,18,2,1
A-12393,2,38.043591,-122.535095,0.01,Novato,CA,42.8,93.0,10.0,4.6,Mostly Cloudy,0,0,0,0,Night,21,2,1
A-12394,2,37.363445,-121.897217,0.01,San Jose,CA,46.0,86.0,10.0,4.6,Mostly Cloudy,0,0,0,0,Night,21,2,1
A-12405,3,37.879169,-122.049255,0.01,Alamo,CA,43.0,82.0,10.0,6.9,Partly Cloudy,0,0,0,0,Night,0,3,1
A-12432,3,37.553421,-122.295647,9.22,San Mateo,CA,46.4,81.0,10.0,4.6,Mostly Cloudy,0,0,0,0,Day,9,3,1
A-12434,2,38.64212,-121.15628799999999,0.01,Folsom,CA,46.4,76.0,10.0,9.2,Partly Cloudy,0,0,0,0,Day,9,3,1
A-12436,3,37.320629,-121.995506,0.01,San Jose,CA,46.0,79.0,10.0,3.5,Overcast,0,0,0,0,Day,10,3,1
A-12437,3,37.780827,-121.97723400000001,0.01,San Ramon,CA,43.0,82.0,10.0,9.2,Mostly Cloudy,0,0,0,0,Day,10,3,1
A-12449,2,38.645472999999996,-121.093369,0.01,Folsom,CA,50.0,66.0,10.0,9.2,Scattered Clouds,0,0,0,0,Day,10,3,1
A-12452,3,37.700855,-121.81778,0.01,Livermore,CA,44.1,82.0,10.0,10.4,Partly Cloudy,0,0,0,0,Day,11,3,1
A-12480,2,38.692959,-121.35163100000001,0.01,Sacramento,CA,51.8,62.0,10.0,10.4,Clear,0,0,0,1,Day,15,3,1
A-12503,2,37.253890999999996,-121.88072199999999,0.01,San Jose,CA,53.6,58.0,10.0,9.2,Scattered Clouds,0,0,1,0,Night,18,3,1
A-12525,3,37.808823,-122.368149,0.01,San Francisco,CA,46.0,86.0,10.0,6.9,Clear,0,0,0,0,Night,20,3,1
A-12538,2,38.066238,-122.537277,0.01,Novato,CA,42.8,93.0,10.0,6.9,Clear,0,0,0,0,Night,21,3,1
A-12545,2,37.334225,-122.037628,0.01,Cupertino,CA,43.0,82.0,10.0,6.9,Clear,0,0,0,0,Night,22,3,1
A-12569,3,37.710648,-122.16668700000001,0.01,San Leandro,CA,45.0,86.0,10.0,11.5,Mostly Cloudy,0,0,0,0,Day,8,4,1
A-12574,3,37.57436,-121.88523899999998,0.01,Sunol,CA,39.9,83.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Day,8,4,1
A-12607,2,38.570705,-121.468521,0.01,Sacramento,CA,46.0,76.0,10.0,4.6,Clear,0,0,0,0,Day,10,4,1
A-12626,3,38.563396000000004,-121.471695,0.01,Sacramento,CA,48.9,74.0,10.0,5.8,Overcast,0,0,0,0,Day,11,4,1
A-12649,2,38.056197999999995,-122.16538999999999,0.0,Benicia,CA,57.0,53.0,10.0,5.8,Partly Cloudy,0,0,0,0,Day,14,4,1
A-12650,2,39.269276,-120.99778700000002,0.0,Nevada City,CA,39.2,75.0,10.0,6.9,Overcast,0,0,0,0,Day,15,4,1
A-12668,2,36.861282,-121.684227,0.01,Royal Oaks,CA,50.0,86.0,10.0,4.6,Clear,0,0,0,0,Night,18,4,1
A-12672,3,37.92646,-122.32135,0.01,Richmond,CA,50.0,68.0,10.0,6.9,Scattered Clouds,0,0,0,0,Night,18,4,1
A-12703,2,37.509655,-122.333702,0.01,San Mateo,CA,46.4,81.0,10.0,6.9,Partly Cloudy,0,0,0,0,Night,20,4,1
A-12728,3,38.249718,-122.069565,0.01,Fairfield,CA,43.2,88.0,10.0,3.5,Overcast,0,0,0,0,Night,22,4,1
A-12739,3,37.784218,-122.188446,0.01,Oakland,CA,46.9,86.0,10.0,3.5,Overcast,0,0,0,0,Night,1,5,1
A-12750,2,37.772594,-121.995857,0.01,San Ramon,CA,42.1,82.0,10.0,3.5,Scattered Clouds,0,0,0,1,Day,8,5,1
A-12802,3,38.585541,-121.45066100000001,0.01,Sacramento,CA,53.1,71.0,10.0,10.4,Clear,0,0,0,0,Day,12,5,1
A-12814,2,38.710369,-121.075478,0.01,El Dorado Hills,CA,55.4,54.0,10.0,13.8,Clear,0,0,0,1,Day,15,5,1
A-12861,2,38.595172999999996,-121.444344,0.01,Sacramento,CA,46.4,76.0,10.0,5.8,Clear,0,0,0,0,Night,19,5,1
A-12870,3,37.979576,-122.31738999999999,0.01,San Pablo,CA,82.9,24.0,10.0,4.6,Clear,0,0,0,0,Day,17,5,10
A-12873,2,37.868114,-122.19593,0.01,Orinda,CA,81.0,26.0,10.0,6.9,Clear,0,0,1,0,Day,17,5,10
A-12877,2,38.516163,-122.46125,0.01,Saint Helena,CA,75.0,41.0,10.0,6.9,Clear,0,0,0,0,Night,18,5,10
A-12939,2,36.83099,-121.771027,0.01,Moss Landing,CA,55.0,80.0,10.0,6.9,Clear,0,0,0,0,Night,1,6,10
A-12940,2,36.352592,-121.267693,0.01,Soledad,CA,52.0,83.0,10.0,6.9,Clear,0,0,0,0,Night,1,6,10
A-12954,2,36.875313,-121.745949,0.0,Watsonville,CA,59.0,75.0,10.0,6.9,Clear,0,0,0,0,Day,9,6,10
A-12998,3,37.643661,-122.447235,0.01,South San Francisco,CA,68.0,68.0,10.0,5.8,Partly Cloudy,0,0,0,0,Day,12,6,10
A-13003,3,37.764133,-121.41473400000001,0.01,Tracy,CA,80.1,34.0,10.0,3.5,Clear,0,0,0,0,Day,13,6,10
A-13006,2,38.550488,-121.42786399999999,0.01,Sacramento,CA,77.0,42.0,10.0,4.6,Clear,0,0,0,0,Day,13,6,10
A-13038,2,38.483799,-122.38306399999999,0.01,Napa,CA,71.1,63.0,10.0,8.1,Clear,0,0,0,0,Night,18,6,10
A-13062,3,37.959,-122.052406,0.01,Concord,CA,68.0,55.0,10.0,6.9,Clear,0,0,0,0,Night,20,6,10
A-13067,2,38.024551,-121.96405800000001,0.01,Pittsburg,CA,66.9,59.0,10.0,6.9,Clear,0,1,0,1,Night,20,6,10
A-13075,2,37.421124,-122.092476,0.01,Mountain View,CA,62.1,84.0,10.0,6.9,Clear,0,0,0,0,Night,22,6,10
A-13085,3,36.98832700000001,-121.384308,0.01,Hollister,CA,59.0,82.0,10.0,6.9,Clear,0,0,0,0,Night,23,6,10
A-13096,2,37.740299,-122.40786000000001,0.01,San Francisco,CA,55.9,90.0,8.0,9.2,Clear,0,0,0,0,Night,4,7,10
A-13100,3,37.796608,-122.27035500000001,0.01,Oakland,CA,55.0,93.0,10.0,3.5,Partly Cloudy,0,0,0,0,Night,5,7,10
A-13103,2,38.817383,-121.300316,0.01,Rocklin,CA,48.2,93.0,10.0,3.5,Clear,0,0,0,0,Day,7,7,10
A-13117,2,37.981651,-122.06718400000001,0.0,Martinez,CA,68.0,55.0,10.0,6.9,Clear,0,0,0,1,Day,11,7,10
A-13127,2,37.861095,-122.209496,0.01,Orinda,CA,70.0,49.0,10.0,11.5,Clear,0,1,0,0,Day,12,7,10
A-13134,2,38.544781,-121.473984,0.01,Sacramento,CA,73.0,55.0,10.0,4.6,Clear,0,0,0,0,Day,13,7,10
A-13136,2,37.483288,-122.18073999999999,0.01,Menlo Park,CA,69.8,64.0,10.0,11.5,Mostly Cloudy,0,0,0,0,Day,14,7,10
A-13166,2,38.496086,-121.43155700000001,0.0,Sacramento,CA,63.0,60.0,10.0,6.9,Clear,0,0,0,0,Night,19,7,10
A-13191,3,37.575053999999994,-122.046898,0.01,Fremont,CA,52.0,77.0,10.0,5.8,Clear,0,0,0,0,Day,7,1,10
A-13192,3,37.551659,-121.917984,0.01,Fremont,CA,51.1,80.0,10.0,6.9,Clear,0,0,0,0,Day,7,1,10
A-13207,3,37.636875,-122.439697,0.01,South San Francisco,CA,64.0,67.0,10.0,10.4,Scattered Clouds,0,0,0,0,Day,14,1,10
A-13259,2,38.654095,-121.37831899999999,0.0,North Highlands,CA,68.0,43.0,10.0,9.2,Clear,0,0,0,0,Night,19,1,10
A-13260,2,38.481644,-121.33481599999999,0.01,Sacramento,CA,75.2,38.0,10.0,5.8,Clear,0,1,0,1,Night,19,1,10
A-13297,2,38.27082100000001,-122.668465,0.01,Petaluma,CA,59.0,72.0,10.0,3.5,Unknown,0,0,0,0,Day,8,2,10
A-13306,3,37.775314,-122.406052,0.01,San Francisco,CA,63.0,65.0,10.0,16.1,Mostly Cloudy,0,1,0,1,Day,9,2,10
A-13315,3,38.337143,-122.016502,0.01,Vacaville,CA,64.0,65.0,10.0,13.8,Clear,0,0,1,0,Day,10,2,10
A-13335,2,37.368019,-121.92353100000001,0.01,San Jose,CA,66.9,54.0,10.0,13.8,Overcast,0,0,1,0,Day,12,2,10
A-13357,2,37.694798,-122.084846,0.01,Castro Valley,CA,64.9,56.0,10.0,10.4,Overcast,0,1,0,1,Night,18,2,10
A-13366,3,38.633633,-121.500381,0.01,Sacramento,CA,64.4,68.0,10.0,8.1,Mostly Cloudy,0,0,0,0,Night,19,2,10
A-13402,2,37.396698,-121.93764499999999,0.01,San Jose,CA,64.0,58.0,10.0,11.5,Mostly Cloudy,0,0,0,0,Night,22,2,10
A-13434,3,37.772949,-122.40656299999999,0.01,San Francisco,CA,63.0,78.0,10.0,15.0,Overcast,0,0,0,0,Night,7,3,10
A-13488,2,38.691746,-120.86029099999999,0.01,Placerville,CA,59.0,67.0,10.0,13.8,Overcast,0,0,0,0,Day,11,3,10
A-13506,2,38.643349,-121.114876,0.01,Folsom,CA,66.2,64.0,10.0,8.1,Overcast,0,0,0,0,Day,12,3,10
A-13523,2,38.126282,-122.26888999999998,0.01,Vallejo,CA,66.0,75.0,10.0,3.5,Overcast,0,0,1,0,Day,14,3,10
A-13579,3,38.485714,-121.512344,0.01,Sacramento,CA,64.0,90.0,10.0,6.9,Clear,0,0,0,0,Night,19,3,10
A-13606,2,38.498676,-122.992851,0.01,Guerneville,CA,60.1,96.0,10.0,6.9,Overcast,0,0,0,0,Night,23,3,10
A-13620,2,37.443542,-122.11723300000001,0.01,Palo Alto,CA,57.2,64.0,10.0,6.9,Clear,0,0,0,0,Day,7,4,10
A-13646,3,37.915417,-122.32696499999999,0.01,Richmond,CA,64.9,63.0,10.0,6.9,Clear,0,0,0,0,Day,10,4,10
A-13660,3,37.634972,-122.086952,0.01,Hayward,CA,70.0,49.0,10.0,3.5,Clear,0,0,1,0,Day,11,4,10
A-13679,2,37.75404,-121.485123,0.01,Tracy,CA,73.9,53.0,10.0,6.9,Clear,0,0,0,0,Day,13,4,10
A-13681,2,37.705135,-122.115753,0.0,San Leandro,CA,75.0,37.0,10.0,6.9,Clear,0,1,0,0,Day,13,4,10
A-13701,2,36.403473,-121.31655900000001,0.01,Soledad,CA,73.0,49.0,10.0,10.4,Clear,0,0,1,0,Day,14,4,10
A-13705,2,36.817585,-121.387184,0.01,Hollister,CA,75.2,47.0,10.0,5.8,Clear,0,0,0,0,Day,15,4,10
A-13728,2,37.957253,-121.744881,0.01,Brentwood,CA,64.9,63.0,10.0,10.4,Clear,0,0,0,0,Night,18,4,10
A-13745,2,39.196663,-122.037155,0.01,Colusa,CA,61.0,81.0,10.0,6.9,Clear,0,0,0,0,Night,20,4,10
A-13749,3,37.806862,-121.990784,0.01,Danville,CA,61.0,72.0,10.0,6.9,Clear,0,0,1,0,Night,21,4,10
A-13752,3,37.948452,-121.300606,0.01,Stockton,CA,62.1,78.0,2.5,8.1,Haze,0,0,0,0,Night,21,4,10
A-13762,2,38.150757,-122.449348,0.01,Sonoma,CA,55.4,94.0,10.0,6.9,Unknown,0,0,0,1,Night,22,4,10
A-13787,2,38.013020000000004,-122.17456100000001,0.01,Martinez,CA,61.0,81.0,10.0,4.6,Light Rain,0,0,1,0,Night,7,5,10
A-13792,3,37.718925,-121.66210900000002,0.01,Livermore,CA,59.0,81.0,10.0,6.9,Overcast,0,0,0,0,Day,7,5,10
A-13797,2,38.183921999999995,-122.91076699999999,0.01,Marshall,CA,59.0,94.0,8.0,6.9,Unknown,0,0,0,0,Day,9,5,10
A-13831,2,37.257954,-122.09396399999999,0.01,Saratoga,CA,68.0,61.0,10.0,8.1,Overcast,0,0,0,0,Day,12,5,10
A-13862,2,37.14604600000001,-121.985863,0.01,Los Gatos,CA,66.0,81.0,10.0,6.9,Overcast,0,0,0,0,Day,16,5,10
A-13867,2,38.493031,-122.89286799999999,0.01,Forestville,CA,60.1,96.0,2.0,6.9,Rain,0,0,0,0,Day,16,5,10
A-13879,2,39.487801,-121.53058600000001,0.0,Oroville,CA,61.0,90.0,10.0,15.0,Light Rain,0,0,0,0,Day,17,5,10
A-13933,2,38.219559000000004,-120.54993400000001,0.01,Mountain Ranch,CA,59.0,88.0,10.0,6.9,Clear,0,0,0,0,Night,18,7,10
A-13939,2,38.710369,-121.075478,0.0,El Dorado Hills,CA,64.4,77.0,10.0,6.9,Clear,0,0,0,1,Night,19,7,10
A-13961,3,38.120224,-122.23026999999999,0.01,Vallejo,CA,54.0,93.0,10.0,6.9,Overcast,0,0,1,0,Night,3,1,10
A-13963,3,37.575053999999994,-122.046898,0.01,Fremont,CA,60.1,78.0,10.0,11.5,Scattered Clouds,0,0,0,0,Night,4,1,10
A-14019,2,37.329921999999996,-122.053078,0.01,Cupertino,CA,66.0,60.0,10.0,8.1,Mostly Cloudy,0,0,0,0,Day,13,1,10
A-14021,3,37.78093300000001,-122.173271,0.01,Oakland,CA,66.0,73.0,10.0,15.0,Mostly Cloudy,0,0,0,0,Day,14,1,10
A-14039,3,37.756187,-121.96278400000001,0.01,San Ramon,CA,61.0,78.0,10.0,9.2,Overcast,0,0,0,0,Day,14,1,10
A-14051,3,38.121395,-121.40041399999998,0.01,Lodi,CA,68.0,68.0,10.0,9.2,Scattered Clouds,0,0,0,0,Day,15,1,10
A-14069,2,37.545372,-122.369919,0.01,Burlingame,CA,64.9,65.0,10.0,13.8,Mostly Cloudy,0,0,0,0,Day,16,1,10
A-14081,2,38.704971,-122.11898000000001,0.01,Capay,CA,62.6,68.0,10.0,18.4,Clear,0,0,0,0,Day,17,1,10
A-14090,2,38.56348,-121.34128600000001,0.01,Sacramento,CA,59.0,77.0,10.0,10.4,Overcast,0,0,0,0,Night,18,1,10
A-14120,3,37.33255,-122.055733,0.01,Cupertino,CA,55.0,89.0,10.0,3.5,Clear,0,0,0,0,Night,1,2,10
A-14127,3,37.546719,-122.02275800000001,0.01,Fremont,CA,50.0,100.0,10.0,4.6,Partly Cloudy,0,0,0,0,Night,2,2,10
A-14196,2,38.606235999999996,-121.50806399999999,0.01,Sacramento,CA,60.8,68.0,10.0,6.9,Partly Cloudy,0,0,0,0,Day,12,2,10
A-14226,2,36.545466999999995,-121.753418,0.01,Carmel Valley,CA,62.1,65.0,10.0,8.1,Clear,0,0,0,0,Day,16,2,10
A-14238,2,38.010677,-122.01779199999999,0.01,Concord,CA,62.1,60.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Night,18,2,10
A-14247,2,37.190909999999995,-121.69381000000001,0.01,Morgan Hill,CA,59.0,67.0,10.0,4.6,Overcast,0,0,0,0,Night,18,2,10
A-14317,3,37.71928,-122.176796,0.01,San Leandro,CA,60.1,90.0,10.0,4.6,Overcast,0,0,0,0,Night,3,3,11
